TIMESTAMP: 68, UE_ID: 53, CELL_SOURCE_ID: 9, CELL_TARGET_ID: 1, RSRP_SOURCE: -85.90, RSRP_TARGET: -67.16, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 23.29, SINR_TARGET: 43.19, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 1
TIMESTAMP: 72, UE_ID: 53, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 2, RSRP_SOURCE: -76.52, RSRP_TARGET: -56.41, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 33.02, SINR_TARGET: 53.28, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 1
TIMESTAMP: 96, UE_ID: 2, CELL_SOURCE_ID: 4, CELL_TARGET_ID: 1, RSRP_SOURCE: -86.75, RSRP_TARGET: -68.99, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 23.37, SINR_TARGET: 36.99, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 1
TIMESTAMP: 109, UE_ID: 2, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 2, RSRP_SOURCE: -76.24, RSRP_TARGET: -56.36, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 35.38, SINR_TARGET: 54.05, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 1
TIMESTAMP: 159, UE_ID: 103, CELL_SOURCE_ID: 4, CELL_TARGET_ID: 1, RSRP_SOURCE: -75.19, RSRP_TARGET: -56.38, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 34.37, SINR_TARGET: 52.05, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 1
TIMESTAMP: 202, UE_ID: 3, CELL_SOURCE_ID: 8, CELL_TARGET_ID: 1, RSRP_SOURCE: -80.22, RSRP_TARGET: -64.31, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 29.23, SINR_TARGET: 45.91, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 1
TIMESTAMP: 225, UE_ID: 103, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 2, RSRP_SOURCE: -72.36, RSRP_TARGET: -53.44, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 39.31, SINR_TARGET: 53.60, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 1
TIMESTAMP: 236, UE_ID: 3, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 2, RSRP_SOURCE: -80.97, RSRP_TARGET: -73.63, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 30.94, SINR_TARGET: 38.07, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 1
TIMESTAMP: 260, UE_ID: 55, CELL_SOURCE_ID: 7, CELL_TARGET_ID: 1, RSRP_SOURCE: -90.05, RSRP_TARGET: -83.91, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 20.28, SINR_TARGET: 27.77, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 1
TIMESTAMP: 267, UE_ID: 74, CELL_SOURCE_ID: 4, CELL_TARGET_ID: 1, RSRP_SOURCE: -69.76, RSRP_TARGET: -55.37, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 39.90, SINR_TARGET: 54.97, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 1
TIMESTAMP: 274, UE_ID: 89, CELL_SOURCE_ID: 2, CELL_TARGET_ID: 1, RSRP_SOURCE: -75.35, RSRP_TARGET: -67.78, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 34.17, SINR_TARGET: 44.37, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 1
TIMESTAMP: 283, UE_ID: 89, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 2, RSRP_SOURCE: -101.88, RSRP_TARGET: -94.70, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 8.27, SINR_TARGET: 13.69, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 1
TIMESTAMP: 285, UE_ID: 74, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 2, RSRP_SOURCE: -75.56, RSRP_TARGET: -55.92, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 33.66, SINR_TARGET: 51.65, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 1
TIMESTAMP: 292, UE_ID: 15, CELL_SOURCE_ID: 3, CELL_TARGET_ID: 4, RSRP_SOURCE: -99.10, RSRP_TARGET: -92.76, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 13.81, SINR_TARGET: 19.11, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 1
