TIMESTAMP: 58, UE_ID: 34, CELL_SOURCE_ID: 19, CELL_TARGET_ID: 1, RSRP_SOURCE: -96.55, RSRP_TARGET: -80.27, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 11.37, SINR_TARGET: 31.39, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 59, UE_ID: 110, CELL_SOURCE_ID: 16, CELL_TARGET_ID: 1, RSRP_SOURCE: -91.01, RSRP_TARGET: -69.03, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 20.52, SINR_TARGET: 39.68, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 72, UE_ID: 300, CELL_SOURCE_ID: 14, CELL_TARGET_ID: 1, RSRP_SOURCE: -94.27, RSRP_TARGET: -70.58, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 13.46, SINR_TARGET: 39.86, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 80, UE_ID: 24, CELL_SOURCE_ID: 14, CELL_TARGET_ID: 1, RSRP_SOURCE: -89.98, RSRP_TARGET: -69.67, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 16.59, SINR_TARGET: 41.07, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 81, UE_ID: 163, CELL_SOURCE_ID: 19, CELL_TARGET_ID: 1, RSRP_SOURCE: -100.26, RSRP_TARGET: -90.97, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 10.01, SINR_TARGET: 20.39, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 82, UE_ID: 111, CELL_SOURCE_ID: 11, CELL_TARGET_ID: 1, RSRP_SOURCE: -94.97, RSRP_TARGET: -52.65, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 11.62, SINR_TARGET: 55.53, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 83, UE_ID: 148, CELL_SOURCE_ID: 13, CELL_TARGET_ID: 1, RSRP_SOURCE: -85.40, RSRP_TARGET: -62.34, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 24.76, SINR_TARGET: 47.67, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 84, UE_ID: 213, CELL_SOURCE_ID: 14, CELL_TARGET_ID: 1, RSRP_SOURCE: -92.10, RSRP_TARGET: -81.90, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 17.29, SINR_TARGET: 28.19, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 87, UE_ID: 240, CELL_SOURCE_ID: 11, CELL_TARGET_ID: 1, RSRP_SOURCE: -86.75, RSRP_TARGET: -75.78, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 23.13, SINR_TARGET: 33.12, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 101, UE_ID: 274, CELL_SOURCE_ID: 5, CELL_TARGET_ID: 1, RSRP_SOURCE: -89.96, RSRP_TARGET: -81.25, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 18.81, SINR_TARGET: 29.35, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 102, UE_ID: 183, CELL_SOURCE_ID: 17, CELL_TARGET_ID: 1, RSRP_SOURCE: -91.82, RSRP_TARGET: -75.00, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 17.26, SINR_TARGET: 35.86, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 126, UE_ID: 109, CELL_SOURCE_ID: 12, CELL_TARGET_ID: 1, RSRP_SOURCE: -100.91, RSRP_TARGET: -91.79, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 6.01, SINR_TARGET: 22.11, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 132, UE_ID: 51, CELL_SOURCE_ID: 7, CELL_TARGET_ID: 1, RSRP_SOURCE: -95.63, RSRP_TARGET: -86.45, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 16.40, SINR_TARGET: 26.62, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 135, UE_ID: 29, CELL_SOURCE_ID: 16, CELL_TARGET_ID: 1, RSRP_SOURCE: -99.29, RSRP_TARGET: -90.91, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 13.50, SINR_TARGET: 21.96, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 136, UE_ID: 211, CELL_SOURCE_ID: 5, CELL_TARGET_ID: 7, RSRP_SOURCE: -105.37, RSRP_TARGET: -93.47, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 1.40, SINR_TARGET: 16.95, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 137, UE_ID: 124, CELL_SOURCE_ID: 19, CELL_TARGET_ID: 1, RSRP_SOURCE: -99.07, RSRP_TARGET: -90.89, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 11.28, SINR_TARGET: 14.48, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 142, UE_ID: 51, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 4, RSRP_SOURCE: -104.89, RSRP_TARGET: -94.81, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 5.16, SINR_TARGET: 17.91, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 147, UE_ID: 191, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 7, RSRP_SOURCE: -101.70, RSRP_TARGET: -63.14, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 10.39, SINR_TARGET: 45.26, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 152, UE_ID: 54, CELL_SOURCE_ID: 2, CELL_TARGET_ID: 16, RSRP_SOURCE: -106.31, RSRP_TARGET: -96.22, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 3.77, SINR_TARGET: 10.24, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 153, UE_ID: 192, CELL_SOURCE_ID: 2, CELL_TARGET_ID: 11, RSRP_SOURCE: -104.35, RSRP_TARGET: -94.42, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 3.01, SINR_TARGET: 15.57, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 154, UE_ID: 48, CELL_SOURCE_ID: 10, CELL_TARGET_ID: 14, RSRP_SOURCE: -107.78, RSRP_TARGET: -99.54, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 0.87, SINR_TARGET: 11.91, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 155, UE_ID: 154, CELL_SOURCE_ID: 17, CELL_TARGET_ID: 14, RSRP_SOURCE: -104.31, RSRP_TARGET: -96.12, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 8.41, SINR_TARGET: 13.38, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 0
TIMESTAMP: 158, UE_ID: 4, CELL_SOURCE_ID: 2, CELL_TARGET_ID: 19, RSRP_SOURCE: -108.42, RSRP_TARGET: -99.40, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -0.09, SINR_TARGET: 14.74, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 158, UE_ID: 129, CELL_SOURCE_ID: 2, CELL_TARGET_ID: 4, RSRP_SOURCE: -103.41, RSRP_TARGET: -92.10, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 8.39, SINR_TARGET: 17.90, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 159, UE_ID: 10, CELL_SOURCE_ID: 21, CELL_TARGET_ID: 4, RSRP_SOURCE: -107.90, RSRP_TARGET: -92.91, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 3.90, SINR_TARGET: 15.50, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 159, UE_ID: 63, CELL_SOURCE_ID: 7, CELL_TARGET_ID: 4, RSRP_SOURCE: -105.87, RSRP_TARGET: -97.33, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 7.02, SINR_TARGET: 16.47, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 159, UE_ID: 184, CELL_SOURCE_ID: 12, CELL_TARGET_ID: 13, RSRP_SOURCE: -102.40, RSRP_TARGET: -92.70, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 8.82, SINR_TARGET: 18.62, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 161, UE_ID: 92, CELL_SOURCE_ID: 2, CELL_TARGET_ID: 4, RSRP_SOURCE: -104.72, RSRP_TARGET: -67.17, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 4.34, SINR_TARGET: 44.74, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 162, UE_ID: 123, CELL_SOURCE_ID: 3, CELL_TARGET_ID: 12, RSRP_SOURCE: -108.46, RSRP_TARGET: -98.04, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 3.54, SINR_TARGET: 8.33, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 165, UE_ID: 109, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 16, RSRP_SOURCE: -105.93, RSRP_TARGET: -93.05, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 5.56, SINR_TARGET: 18.77, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 167, UE_ID: 150, CELL_SOURCE_ID: 3, CELL_TARGET_ID: 7, RSRP_SOURCE: -107.23, RSRP_TARGET: -98.66, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 2.49, SINR_TARGET: 9.67, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 169, UE_ID: 111, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 4, RSRP_SOURCE: -100.80, RSRP_TARGET: -62.87, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 11.78, SINR_TARGET: 47.17, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 171, UE_ID: 220, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 4, RSRP_SOURCE: -105.38, RSRP_TARGET: -97.07, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 6.22, SINR_TARGET: 14.10, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 178, UE_ID: 24, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 19, RSRP_SOURCE: -105.42, RSRP_TARGET: -94.25, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 4.31, SINR_TARGET: 16.27, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 182, UE_ID: 223, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 10, RSRP_SOURCE: -105.36, RSRP_TARGET: -97.10, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 7.04, SINR_TARGET: 13.94, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 183, UE_ID: 187, CELL_SOURCE_ID: 13, CELL_TARGET_ID: 7, RSRP_SOURCE: -105.52, RSRP_TARGET: -95.06, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 2.86, SINR_TARGET: 13.57, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 189, UE_ID: 74, CELL_SOURCE_ID: 3, CELL_TARGET_ID: 15, RSRP_SOURCE: -107.09, RSRP_TARGET: -98.93, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 3.60, SINR_TARGET: 12.71, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 199, UE_ID: 110, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 5, RSRP_SOURCE: -106.29, RSRP_TARGET: -97.65, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 3.96, SINR_TARGET: 9.58, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 208, UE_ID: 163, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 11, RSRP_SOURCE: -105.54, RSRP_TARGET: -97.50, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 2.10, SINR_TARGET: 14.48, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 208, UE_ID: 183, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 4, RSRP_SOURCE: -101.27, RSRP_TARGET: -91.60, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 10.25, SINR_TARGET: 17.09, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 213, UE_ID: 300, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 7, RSRP_SOURCE: -107.30, RSRP_TARGET: -97.32, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 5.01, SINR_TARGET: 11.57, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
TIMESTAMP: 218, UE_ID: 274, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 13, RSRP_SOURCE: -104.98, RSRP_TARGET: -95.80, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 2.10, SINR_TARGET: 13.33, TIME_TO_TRIGGER: 8.00, A3_OFFSET: 8.00, HOF: 1
